year	Reporting.Organisation.Narrative	aid_type_di_name	Sector.Code...Calculated	DAC3.Sector.Code...Calculated	Reporting.Organisation.Type.Code	Reporting.Organisation.Type.Name...Calculated	Recipient.Code	Recipient.Name	Flow.Type.Code...Calculated	Transaction.Receiver.Organisation.Type	Transaction.Type	x_transaction_value_usd_m_Sum	purpose_name	Channel.of.delivery
2018	Sweden		13020	130	10	Government	498	America, regional	10	NA	Outgoing Commitment	4.918594304035	Reproductive health care	NA
2018	Sweden		13020	130	10	Government	998	Developing countries, unspecified	10	NA	Disbursement	8.34253889349167	Reproductive health care	NA
2018	Swiss Agency for Development and Cooperation (SDC)	Budget support	13020	130	10	Government	TZ	Tanzania, United Republic of	10	NA	Disbursement	0.44210147608	Reproductive health care	NA
2018	Swiss Agency for Development and Cooperation (SDC)	Core support to NGOs, etc	13020	130	10	Government	289	South of Sahara, regional	10	NA	Disbursement	1.1597833239	Reproductive health care	NA
2018	Swiss Agency for Development and Cooperation (SDC)	Core support to NGOs, etc	13020	130	10	Government	289	South of Sahara, regional	10	NA	Outgoing Commitment	3.83475	Reproductive health care	NA
2018	Swiss Agency for Development and Cooperation (SDC)	Core support to NGOs, etc	13020	130	10	Government	998	Developing countries, unspecified	10	NA	Disbursement	1.0608462626	Reproductive health care	NA
2018	Swiss Agency for Development and Cooperation (SDC)	Core support to NGOs, etc	13020	130	10	Government	MZ	Mozambique	10	NA	Disbursement	0.07678273908	Reproductive health care	NA
2018	Swiss Agency for Development and Cooperation (SDC)	Project interventions	13020	130	10	Government	289	South of Sahara, regional	10	NA	Disbursement	0.79498631742	Reproductive health care	NA
2018	Swiss Agency for Development and Cooperation (SDC)	Project interventions	13020	130	10	Government	998	Developing countries, unspecified	10	NA	Disbursement	0.7002008076	Reproductive health care	NA
2018	Swiss Agency for Development and Cooperation (SDC)	Project interventions	13020	130	10	Government	998	Developing countries, unspecified	10	NA	Outgoing Commitment	1.254505228	Reproductive health care	NA
2018	Swiss Agency for Development and Cooperation (SDC)	Project interventions	13020	130	10	Government	BA	Bosnia and Herzegovina	10	NA	Disbursement	0.0731700978	Reproductive health care	NA
2018	Swiss Agency for Development and Cooperation (SDC)	Project interventions	13020	130	10	Government	BI	Burundi	10	NA	Disbursement	0.00124941268	Reproductive health care	NA
2018	Swiss Agency for Development and Cooperation (SDC)	Project interventions	13020	130	10	Government	BJ	Benin	10	NA	Disbursement	-0.01862809064	Reproductive health care	NA
2018	Swiss Agency for Development and Cooperation (SDC)	Project interventions	13020	130	10	Government	CD	Congo (the Democratic Republic of the)	10	NA	Disbursement	0.81934250196	Reproductive health care	NA
2018	Swiss Agency for Development and Cooperation (SDC)	Project interventions	13020	130	10	Government	CD	Congo (the Democratic Republic of the)	10	NA	Outgoing Commitment	0.28570769084	Reproductive health care	NA
2018	Swiss Agency for Development and Cooperation (SDC)	Project interventions	13020	130	10	Government	CF	Central African Republic (the)	10	NA	Disbursement	0.0731138548	Reproductive health care	NA
2018	Swiss Agency for Development and Cooperation (SDC)	Project interventions	13020	130	10	Government	CF	Central African Republic (the)	10	NA	Outgoing Commitment	0.184068	Reproductive health care	NA
2018	Swiss Agency for Development and Cooperation (SDC)	Project interventions	13020	130	10	Government	EG	Egypt	10	NA	Disbursement	0.040904	Reproductive health care	NA
2018	Swiss Agency for Development and Cooperation (SDC)	Project interventions	13020	130	10	Government	MA	Morocco	10	NA	Disbursement	0.00709715078	Reproductive health care	NA
2018	Swiss Agency for Development and Cooperation (SDC)	Project interventions	13020	130	10	Government	MD	Moldova (the Republic of)	10	NA	Disbursement	0.2957737562	Reproductive health care	NA
2018	Swiss Agency for Development and Cooperation (SDC)	Project interventions	13020	130	10	Government	MD	Moldova (the Republic of)	10	NA	Outgoing Commitment	0.5583396	Reproductive health care	NA
2018	Swiss Agency for Development and Cooperation (SDC)	Project interventions	13020	130	10	Government	RW	Rwanda	10	NA	Disbursement	-0.04457840632	Reproductive health care	NA
2018	Swiss Agency for Development and Cooperation (SDC)	Project interventions	13020	130	10	Government	SY	Syrian Arab Republic	10	NA	Disbursement	0.3804072	Reproductive health care	NA
2018	Swiss Agency for Development and Cooperation (SDC)	Project interventions	13020	130	10	Government	SY	Syrian Arab Republic	10	NA	Outgoing Commitment	0.61356	Reproductive health care	NA
2018	Swiss Agency for Development and Cooperation (SDC)	Project interventions	13020	130	10	Government	TD	Chad	10	NA	Disbursement	0.75222026508	Reproductive health care	NA
2018	Swiss Agency for Development and Cooperation (SDC)	Project interventions	13020	130	10	Government	TZ	Tanzania, United Republic of	10	NA	Disbursement	0.19572114056	Reproductive health care	NA
2018	Swiss Agency for Development and Cooperation (SDC)	Specific purpose funds	13020	130	10	Government	289	South of Sahara, regional	10	NA	Disbursement	1.5771687625	Reproductive health care	NA
2018	Swiss Agency for Development and Cooperation (SDC)	Specific purpose funds	13020	130	10	Government	998	Developing countries, unspecified	10	NA	Disbursement	0.639370424	Reproductive health care	NA
2018	Swiss Agency for Development and Cooperation (SDC)	Technical Assistance	13020	130	10	Government	998	Developing countries, unspecified	10	NA	Disbursement	0.20083495864	Reproductive health care	NA
2018	Swiss Agency for Development and Cooperation (SDC)	Technical Assistance	13020	130	10	Government	998	Developing countries, unspecified	10	NA	Outgoing Commitment	0.5113	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral			10	NA	Expenditure	6.451640441	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral			10	NA	Incoming Funds	8.31225905	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral			10	NA	Outgoing Commitment	8.31225905	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	AF	Afghanistan	10	NA	Expenditure	12.279350091	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	AF	Afghanistan	10	NA	Incoming Funds	7.555884803	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	AF	Afghanistan	10	NA	Outgoing Commitment	7.555884803	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	AL	Albania	10	NA	Incoming Funds	NA	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	AL	Albania	10	NA	Outgoing Commitment	NA	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	AM	Armenia	10	NA	Expenditure	0.148896866	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	AM	Armenia	10	NA	Incoming Funds	0.116918505	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	AM	Armenia	10	NA	Outgoing Commitment	0.116918505	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	AO	Angola	10	NA	Expenditure	0.383932888	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	AO	Angola	10	NA	Incoming Funds	0.397956729	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	AO	Angola	10	NA	Outgoing Commitment	0.397956729	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	AR	Argentina	10	NA	Expenditure	0.901357656	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	AR	Argentina	10	NA	Incoming Funds	0.669297534	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	AR	Argentina	10	NA	Outgoing Commitment	0.669297534	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	AZ	Azerbaijan	10	NA	Expenditure	0.022916626	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	AZ	Azerbaijan	10	NA	Incoming Funds	0.023055062	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	AZ	Azerbaijan	10	NA	Outgoing Commitment	0.023055062	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	BD	Bangladesh	10	NA	Expenditure	4.995048418	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	BD	Bangladesh	10	NA	Incoming Funds	4.527477883	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	BD	Bangladesh	10	NA	Outgoing Commitment	4.527477883	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	BF	Burkina Faso	10	NA	Expenditure	0.494641898	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	BF	Burkina Faso	10	NA	Incoming Funds	0.933996946	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	BF	Burkina Faso	10	NA	Outgoing Commitment	0.933996946	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	BG	Bulgaria	10	NA	Expenditure	0.045672443	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	BG	Bulgaria	10	NA	Incoming Funds	0.037850688	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	BG	Bulgaria	10	NA	Outgoing Commitment	0.037850688	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	BI	Burundi	10	NA	Expenditure	1.65157533	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	BI	Burundi	10	NA	Incoming Funds	1.62385217	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	BI	Burundi	10	NA	Outgoing Commitment	1.62385217	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	BJ	Benin	10	NA	Expenditure	0.550299	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	BJ	Benin	10	NA	Incoming Funds	0.570308802	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	BJ	Benin	10	NA	Outgoing Commitment	0.570308802	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	BO	Bolivia (Plurinational State of)	10	NA	Expenditure	0.776741053	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	BO	Bolivia (Plurinational State of)	10	NA	Incoming Funds	0.8873701	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	BO	Bolivia (Plurinational State of)	10	NA	Outgoing Commitment	0.8873701	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	BR	Brazil	10	NA	Expenditure	0.002184306	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	BR	Brazil	10	NA	Incoming Funds	0.031210876	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	BR	Brazil	10	NA	Outgoing Commitment	0.031210876	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	BT	Bhutan	10	NA	Expenditure	0.342567387	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	BT	Bhutan	10	NA	Incoming Funds	0.347672306	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	BT	Bhutan	10	NA	Outgoing Commitment	0.347672306	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	BZ	Belize	10	NA	Expenditure	0.204452878	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	BZ	Belize	10	NA	Incoming Funds	0.228106102	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	BZ	Belize	10	NA	Outgoing Commitment	0.228106102	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	CD	Congo (the Democratic Republic of the)	10	NA	Expenditure	1.169151078	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	CD	Congo (the Democratic Republic of the)	10	NA	Incoming Funds	1.270721989	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	CD	Congo (the Democratic Republic of the)	10	NA	Outgoing Commitment	1.270721989	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	CF	Central African Republic (the)	10	NA	Expenditure	0.219158324	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	CF	Central African Republic (the)	10	NA	Incoming Funds	0.277472781	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	CF	Central African Republic (the)	10	NA	Outgoing Commitment	0.277472781	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	CG	Congo (the)	10	NA	Expenditure	0.170122954	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	CG	Congo (the)	10	NA	Incoming Funds	0.243609202	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	CG	Congo (the)	10	NA	Outgoing Commitment	0.243609202	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	CI	C̫te d'Ivoire	10	NA	Expenditure	2.399573981	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	CI	C̫te d'Ivoire	10	NA	Incoming Funds	2.481294732	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	CI	C̫te d'Ivoire	10	NA	Outgoing Commitment	2.481294732	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	CL	Chile	10	NA	Expenditure	0.000218815	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	CL	Chile	10	NA	Incoming Funds	0.000219635	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	CL	Chile	10	NA	Outgoing Commitment	0.000219635	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	CM	Cameroon	10	NA	Expenditure	0.781632729	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	CM	Cameroon	10	NA	Incoming Funds	0.594000957	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	CM	Cameroon	10	NA	Outgoing Commitment	0.594000957	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	CN	China	10	NA	Expenditure	1.892797756	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	CN	China	10	NA	Incoming Funds	1.778878874	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	CN	China	10	NA	Outgoing Commitment	1.778878874	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	CO	Colombia	10	NA	Expenditure	0.089395257	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	CO	Colombia	10	NA	Incoming Funds	0.113585539	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	CO	Colombia	10	NA	Outgoing Commitment	0.113585539	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	CU	Cuba	10	NA	Expenditure	0.126787596	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	CU	Cuba	10	NA	Incoming Funds	0.119949217	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	CU	Cuba	10	NA	Outgoing Commitment	0.119949217	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	DJ	Djibouti	10	NA	Expenditure	0.072205583	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	DJ	Djibouti	10	NA	Incoming Funds	0.074640682	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	DJ	Djibouti	10	NA	Outgoing Commitment	0.074640682	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	DO	Dominican Republic (the)	10	NA	Expenditure	0.233208082	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	DO	Dominican Republic (the)	10	NA	Incoming Funds	0.226223286	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	DO	Dominican Republic (the)	10	NA	Outgoing Commitment	0.226223286	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	DZ	Algeria	10	NA	Expenditure	0.02452152	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	DZ	Algeria	10	NA	Incoming Funds	0.02425752	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	DZ	Algeria	10	NA	Outgoing Commitment	0.02425752	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	EC	Ecuador	10	NA	Expenditure	0.303471654	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	EC	Ecuador	10	NA	Incoming Funds	0.33088201	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	EC	Ecuador	10	NA	Outgoing Commitment	0.33088201	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	EG	Egypt	10	NA	Expenditure	0.308302431	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	EG	Egypt	10	NA	Incoming Funds	0.255482284	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	EG	Egypt	10	NA	Outgoing Commitment	0.255482284	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	ET	Ethiopia	10	NA	Expenditure	10.752365529	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	ET	Ethiopia	10	NA	Incoming Funds	9.869737052	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	ET	Ethiopia	10	NA	Outgoing Commitment	9.869737052	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	FJ	Fiji	10	NA	Expenditure	0.43599146	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	FJ	Fiji	10	NA	Incoming Funds	0.475360581	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	FJ	Fiji	10	NA	Outgoing Commitment	0.475360581	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	GA	Gabon	10	NA	Expenditure	0.005802431	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	GA	Gabon	10	NA	Incoming Funds	0.008694246	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	GA	Gabon	10	NA	Outgoing Commitment	0.008694246	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	GE	Georgia	10	NA	Expenditure	0.346561563	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	GE	Georgia	10	NA	Incoming Funds	0.350140091	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	GE	Georgia	10	NA	Outgoing Commitment	0.350140091	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	GH	Ghana	10	NA	Expenditure	0.667258938	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	GH	Ghana	10	NA	Incoming Funds	0.723971227	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	GH	Ghana	10	NA	Outgoing Commitment	0.723971227	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	GM	Gambia (the)	10	NA	Expenditure	0.00152269	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	GM	Gambia (the)	10	NA	Incoming Funds	5.12e-07	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	GM	Gambia (the)	10	NA	Outgoing Commitment	5.12e-07	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	GN	Guinea	10	NA	Expenditure	1.233029096	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	GN	Guinea	10	NA	Incoming Funds	2.220030104	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	GN	Guinea	10	NA	Outgoing Commitment	2.220030104	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	GQ	Equatorial Guinea	10	NA	Expenditure	0.004636655	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	GQ	Equatorial Guinea	10	NA	Incoming Funds	0.00442501	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	GQ	Equatorial Guinea	10	NA	Outgoing Commitment	0.00442501	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	GT	Guatemala	10	NA	Expenditure	0.26395632	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	GT	Guatemala	10	NA	Incoming Funds	0.26403072	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	GT	Guatemala	10	NA	Outgoing Commitment	0.26403072	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	GW	Guinea-Bissau	10	NA	Expenditure	0.162122088	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	GW	Guinea-Bissau	10	NA	Incoming Funds	0.177283395	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	GW	Guinea-Bissau	10	NA	Outgoing Commitment	0.177283395	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	HN	Honduras	10	NA	Expenditure	0.456819858	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	HN	Honduras	10	NA	Incoming Funds	0.455934666	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	HN	Honduras	10	NA	Outgoing Commitment	0.455934666	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	HR	Croatia	10	NA	Expenditure	0.138015092	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	HR	Croatia	10	NA	Incoming Funds	0.120271464	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	HR	Croatia	10	NA	Outgoing Commitment	0.120271464	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	HT	Haiti	10	NA	Expenditure	1.03994173	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	HT	Haiti	10	NA	Incoming Funds	0.884848388	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	HT	Haiti	10	NA	Outgoing Commitment	0.884848388	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	ID	Indonesia	10	NA	Expenditure	0.765003253	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	ID	Indonesia	10	NA	Incoming Funds	0.654539683	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	ID	Indonesia	10	NA	Outgoing Commitment	0.654539683	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	IN	India	10	NA	Expenditure	6.006701457	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	IN	India	10	NA	Incoming Funds	6.797108575	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	IN	India	10	NA	Outgoing Commitment	6.797108575	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	IQ	Iraq	10	NA	Expenditure	0.907052353	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	IQ	Iraq	10	NA	Incoming Funds	0.999370576	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	IQ	Iraq	10	NA	Outgoing Commitment	0.999370576	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	IR	Iran (Islamic Republic of)	10	NA	Expenditure	0.055545285	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	IR	Iran (Islamic Republic of)	10	NA	Incoming Funds	0.042871443	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	IR	Iran (Islamic Republic of)	10	NA	Outgoing Commitment	0.042871443	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	JM	Jamaica	10	NA	Expenditure	0.02595062	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	JM	Jamaica	10	NA	Incoming Funds	0.06544776	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	JM	Jamaica	10	NA	Outgoing Commitment	0.06544776	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	JO	Jordan	10	NA	Expenditure	1.46475897	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	JO	Jordan	10	NA	Incoming Funds	1.574208591	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	JO	Jordan	10	NA	Outgoing Commitment	1.574208591	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	KE	Kenya	10	NA	Expenditure	1.098963205	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	KE	Kenya	10	NA	Incoming Funds	1.146461826	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	KE	Kenya	10	NA	Outgoing Commitment	1.146461826	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	KG	Kyrgyzstan	10	NA	Expenditure	0.358255773	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	KG	Kyrgyzstan	10	NA	Incoming Funds	0.331649651	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	KG	Kyrgyzstan	10	NA	Outgoing Commitment	0.331649651	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	KH	Cambodia	10	NA	Expenditure	0.484379064	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	KH	Cambodia	10	NA	Incoming Funds	0.448236048	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	KH	Cambodia	10	NA	Outgoing Commitment	0.448236048	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	KM	Comoros (the)	10	NA	Expenditure	0.091756431	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	KM	Comoros (the)	10	NA	Incoming Funds	0.081907844	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	KM	Comoros (the)	10	NA	Outgoing Commitment	0.081907844	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	KP	Korea (the Democratic People's Republic of)	10	NA	Expenditure	0.543102	Reproductive health care	NA
2018	UNICEF	Specific purpose funds	13020	130	40	Multilateral	KP	Korea (the Democratic People's Republic of)	10	NA	Incoming Funds	0.262904	Reproductive health care	NA
