year,Reporting Organisation Narrative,aid_type_di_name,Sector Code - Calculated,DAC3 Sector Code - Calculated,Reporting Organisation Type Code,Reporting Organisation Type Name - Calculated,Recipient Code,Recipient Name,Flow Type Code - Calculated,Transaction Receiver Organisation Type,Transaction Type,x_transaction_value_usd_m_Sum
2018.0,Ministry for Foreign Affairs of Finland,"Core support to NGOs, etc",Family planning,130.0,10,Government,998,"Developing countries, unspecified",10.0,,Disbursement,1.77225
2018.0,Ministry for Foreign Affairs of Finland,Project interventions,Reproductive health care,130.0,10,Government,ET,Ethiopia,10.0,,Disbursement,0.1475138195
2018.0,Ministry for Foreign Affairs of Finland,Project interventions,Reproductive health care,130.0,10,Government,NP,Nepal,10.0,,Disbursement,0.0362543275
2018.0,Ministry for Foreign Affairs of Finland,Project interventions,Reproductive health care,130.0,10,Government,TJ,Tajikistan,10.0,,Disbursement,0.0646410465
2018.0,Ministry for Foreign Affairs of Finland,Project interventions,Family planning,130.0,10,Government,BO,Bolivia (Plurinational State of),10.0,,Disbursement,0.014003138
2018.0,Ministry for Foreign Affairs of Finland,Project interventions,Family planning,130.0,10,Government,NP,Nepal,10.0,,Disbursement,0.0273363655
2018.0,Ministry for Foreign Affairs of Finland,Specific purpose funds,Family planning,130.0,10,Government,YE,Yemen,10.0,,Disbursement,0.0392624265
2018.0,"Ministry of Foreign Affairs, Denmark","Core support to NGOs, etc",Reproductive health care,130.0,10,Government,998,"Developing countries, unspecified",10.0,,Disbursement,1.37808
2018.0,"Ministry of Foreign Affairs, Denmark","Core support to NGOs, etc",Family planning,130.0,10,Government,998,"Developing countries, unspecified",10.0,,Disbursement,12.672000000000002
2018.0,"Ministry of Foreign Affairs, Denmark",Project interventions,Reproductive health care,130.0,10,Government,998,"Developing countries, unspecified",10.0,,Disbursement,5.0800295462400005
2018.0,"Ministry of Foreign Affairs, Denmark",Project interventions,Reproductive health care,130.0,10,Government,BO,Bolivia (Plurinational State of),10.0,,Disbursement,0.0195641424
2018.0,"Ministry of Foreign Affairs, Denmark",Project interventions,Reproductive health care,130.0,10,Government,MM,Myanmar,10.0,,Disbursement,0.022555051200000002
2018.0,"Ministry of Foreign Affairs, Denmark",Project interventions,Reproductive health care,130.0,10,Government,TZ,"Tanzania, United Republic of",10.0,,Disbursement,0.007282820160000001
2018.0,"Ministry of Foreign Affairs, Denmark",Project interventions,Family planning,130.0,10,Government,998,"Developing countries, unspecified",10.0,,Disbursement,0.006222465216000002
2018.0,"Ministry of Foreign Affairs, Denmark",Specific purpose funds,Reproductive health care,130.0,10,Government,998,"Developing countries, unspecified",10.0,,Disbursement,3.96
2018.0,"Ministry of Foreign Affairs, Denmark",Specific purpose funds,Reproductive health care,130.0,10,Government,TZ,"Tanzania, United Republic of",10.0,,Disbursement,1.188
2018.0,Ministry of Foreign Affairs of the Netherlands,Core contributions to multilateral institutions,Reproductive health care,130.0,10,Government,998,"Developing countries, unspecified",10.0,,Disbursement,39.212888
2018.0,Ministry of Foreign Affairs of the Netherlands,"Core support to NGOs, etc",Reproductive health care,130.0,10,Government,998,"Developing countries, unspecified",10.0,,Disbursement,14.129326619199997
2018.0,Ministry of Foreign Affairs of the Netherlands,"Core support to NGOs, etc",Reproductive health care,130.0,10,Government,ET,Ethiopia,10.0,,Disbursement,1.8516887584
2018.0,Ministry of Foreign Affairs of the Netherlands,"Core support to NGOs, etc",Family planning,130.0,10,Government,998,"Developing countries, unspecified",10.0,,Disbursement,1.4469980616
2018.0,Ministry of Foreign Affairs of the Netherlands,"Core support to NGOs, etc",Family planning,130.0,10,Government,ET,Ethiopia,10.0,,Disbursement,4.6082816
2018.0,Ministry of Foreign Affairs of the Netherlands,Pooled funds,Reproductive health care,130.0,10,Government,ET,Ethiopia,10.0,,Disbursement,11.426271999999997
2018.0,Ministry of Foreign Affairs of the Netherlands,Project interventions,Reproductive health care,130.0,10,Government,289,"South of Sahara, regional",10.0,,Disbursement,8.177775788
2018.0,Ministry of Foreign Affairs of the Netherlands,Project interventions,Reproductive health care,130.0,10,Government,298,"Africa, regional",10.0,,Disbursement,0.28483052000000003
2018.0,Ministry of Foreign Affairs of the Netherlands,Project interventions,Reproductive health care,130.0,10,Government,998,"Developing countries, unspecified",10.0,,Disbursement,104.48918151880001
2018.0,Ministry of Foreign Affairs of the Netherlands,Project interventions,Reproductive health care,130.0,10,Government,BD,Bangladesh,10.0,,Disbursement,3.5424618476
2018.0,Ministry of Foreign Affairs of the Netherlands,Project interventions,Reproductive health care,130.0,10,Government,BI,Burundi,10.0,,Disbursement,2.377762348
2018.0,Ministry of Foreign Affairs of the Netherlands,Project interventions,Reproductive health care,130.0,10,Government,BJ,Benin,10.0,,Disbursement,7.0873057424
2018.0,Ministry of Foreign Affairs of the Netherlands,Project interventions,Reproductive health care,130.0,10,Government,ET,Ethiopia,10.0,,Disbursement,7.905156505999999
2018.0,Ministry of Foreign Affairs of the Netherlands,Project interventions,Reproductive health care,130.0,10,Government,ML,Mali,10.0,,Disbursement,5.9837108292
2018.0,Ministry of Foreign Affairs of the Netherlands,Project interventions,Reproductive health care,130.0,10,Government,NG,Nigeria,10.0,,Disbursement,0.1466245664
2018.0,Ministry of Foreign Affairs of the Netherlands,Project interventions,Reproductive health care,130.0,10,Government,UG,Uganda,10.0,,Disbursement,0.2573519884
2018.0,Ministry of Foreign Affairs of the Netherlands,Project interventions,Reproductive health care,130.0,10,Government,YE,Yemen,10.0,,Disbursement,6.505688430799999
2018.0,Ministry of Foreign Affairs of the Netherlands,Project interventions,Family planning,130.0,10,Government,998,"Developing countries, unspecified",10.0,,Disbursement,0.0009643868
2018.0,Ministry of Foreign Affairs of the Netherlands,Project interventions,Family planning,130.0,10,Government,BD,Bangladesh,10.0,,Disbursement,0.40272296999999996
2018.0,Ministry of Foreign Affairs of the Netherlands,Project interventions,Family planning,130.0,10,Government,CD,Congo (the Democratic Republic of the),10.0,,Disbursement,1.6011630232
2018.0,Ministry of Foreign Affairs of the Netherlands,Project interventions,Family planning,130.0,10,Government,ML,Mali,10.0,,Disbursement,8.923220815599999
2018.0,Ministry of Foreign Affairs of the Netherlands,Project interventions,Family planning,130.0,10,Government,MZ,Mozambique,10.0,,Disbursement,8.4287335496
2018.0,Ministry of Foreign Affairs of the Netherlands,Project interventions,Family planning,130.0,10,Government,SN,Senegal,10.0,,Disbursement,0.0
2018.0,Ministry of Foreign Affairs of the Netherlands,Project interventions,Family planning,130.0,10,Government,YE,Yemen,10.0,,Disbursement,0.6335820608
2018.0,Ministry of Foreign Affairs of the Netherlands,Technical Assistance,Reproductive health care,130.0,10,Government,998,"Developing countries, unspecified",10.0,,Disbursement,2.3180541748000003
2018.0,Ministry of Foreign Affairs of the Netherlands,Technical Assistance,Reproductive health care,130.0,10,Government,GH,Ghana,10.0,,Disbursement,0.1277688568
2018.0,Ministry of Foreign Affairs of the Netherlands,Technical Assistance,Reproductive health care,130.0,10,Government,ML,Mali,10.0,,Disbursement,0.1540162312
2018.0,Ministry of Foreign Affairs of the Netherlands,Technical Assistance,Reproductive health care,130.0,10,Government,UG,Uganda,10.0,,Disbursement,0.06563968319999999
2018.0,Ministry of Foreign Affairs of the Netherlands,Technical Assistance,Family planning,130.0,10,Government,998,"Developing countries, unspecified",10.0,,Disbursement,0.014162439200000002
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,998,"Developing countries, unspecified",10.0,NGOs and Civil Society,Disbursement,0.2682299758
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,998,"Developing countries, unspecified",10.0,Other,Disbursement,0.003933931000000001
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,998,"Developing countries, unspecified",10.0,,Expenditure,2.8656543376
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,BD,Bangladesh,10.0,NGOs and Civil Society,Disbursement,0.49479319871496
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,BD,Bangladesh,10.0,,Expenditure,28.13672704739158
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,BF,Burkina Faso,10.0,NGOs and Civil Society,Disbursement,0.40760853345608006
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,BF,Burkina Faso,10.0,Private Sector,Disbursement,0.015872242760000006
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,BF,Burkina Faso,10.0,,Expenditure,3.5330081687601247
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,CD,Congo (the Democratic Republic of the),10.0,NGOs and Civil Society,Disbursement,0.05236957147
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,CD,Congo (the Democratic Republic of the),10.0,Private Sector,Disbursement,0.036506158347999994
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,CD,Congo (the Democratic Republic of the),10.0,,Expenditure,1.98665338867
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,CI,C̫te d'Ivoire,10.0,NGOs and Civil Society,Disbursement,0.00227693789
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,CI,C̫te d'Ivoire,10.0,Private Sector,Disbursement,0.001587224276
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,CI,C̫te d'Ivoire,10.0,,Expenditure,0.08637623429
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,CM,Cameroon,10.0,NGOs and Civil Society,Disbursement,0.00227693789
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,CM,Cameroon,10.0,Private Sector,Disbursement,0.001587224276
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,CM,Cameroon,10.0,,Expenditure,0.08637623429
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,ET,Ethiopia,10.0,NGOs and Civil Society,Disbursement,0.9806699131944
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,ET,Ethiopia,10.0,,Expenditure,5.05098948935732
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,GH,Ghana,10.0,NGOs and Civil Society,Disbursement,0.4398161766355201
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,GH,Ghana,10.0,,Expenditure,3.050566658125856
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,KE,Kenya,10.0,NGOs and Civil Society,Disbursement,0.4398161766355201
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,KE,Kenya,10.0,Private Sector,Disbursement,28.056715744
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,KE,Kenya,10.0,,Expenditure,3.050566658125856
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,ML,Mali,10.0,NGOs and Civil Society,Disbursement,1.5152566576760798
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,ML,Mali,10.0,NGOs and Civil Society,Disbursement,0.5296392
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,ML,Mali,10.0,Private Sector,Disbursement,0.012697794208
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,ML,Mali,10.0,,Expenditure,5.776971440980123
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,MR,Mauritania,10.0,NGOs and Civil Society,Disbursement,0.00227693789
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,MR,Mauritania,10.0,Private Sector,Disbursement,0.001587224276
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,MR,Mauritania,10.0,,Expenditure,0.08637623429
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,MW,Malawi,10.0,,Expenditure,1.9641523052000003
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,NE,Niger (the),10.0,NGOs and Civil Society,Disbursement,0.24040052932776007
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,NE,Niger (the),10.0,Private Sector,Disbursement,0.014285018484
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,NE,Niger (the),10.0,,Expenditure,2.302669437672928
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,NG,Nigeria,10.0,NGOs and Civil Society,Disbursement,0.56537827330496
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,NG,Nigeria,10.0,Private Sector,Disbursement,0.049203952556
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,NG,Nigeria,10.0,,Expenditure,6.109550753381589
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,NP,Nepal,10.0,,Expenditure,0.7157697288
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,PK,Pakistan,10.0,NGOs and Civil Society,Disbursement,0.43981617663552014
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,PK,Pakistan,10.0,,Expenditure,6.779682115725857
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,SL,Sierra Leone,10.0,NGOs and Civil Society,Disbursement,0.2931006135172
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,SL,Sierra Leone,10.0,Private Sector,Disbursement,0.012697794208
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,SL,Sierra Leone,10.0,,Expenditure,2.59761403564866
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,SN,Senegal,10.0,NGOs and Civil Society,Disbursement,0.2885467377372
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,SN,Senegal,10.0,Private Sector,Disbursement,0.009523345656
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,SN,Senegal,10.0,,Expenditure,2.42486156706866
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,TD,Chad,10.0,NGOs and Civil Society,Disbursement,0.00455387578
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,TD,Chad,10.0,Private Sector,Disbursement,0.0031744485520000002
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,TD,Chad,10.0,,Expenditure,0.17275246858
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,UG,Uganda,10.0,NGOs and Civil Society,Disbursement,0.38483915455608003
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,UG,Uganda,10.0,,Expenditure,3.3391829208601247
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,YE,Yemen,10.0,,Expenditure,2.6815028625000004
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,ZM,Zambia,10.0,NGOs and Civil Society,Disbursement,0.38483915455608
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,ZM,Zambia,10.0,,Expenditure,2.669245825860124
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,ZW,Zimbabwe,10.0,NGOs and Civil Society,Disbursement,0.32986213247664
2018.0,MSI Reproductive Choices,Project interventions,Reproductive health care,130.0,21,International NGO,ZW,Zimbabwe,10.0,,Expenditure,2.2879249935943924
2018.0,New Zealand Ministry of Foreign Affairs and Trade,Core contributions to multilateral institutions,Reproductive health care,130.0,10,Government,998,"Developing countries, unspecified",10.0,Multilateral,Expenditure,4.086789520968
2018.0,New Zealand Ministry of Foreign Affairs and Trade,Core contributions to multilateral institutions,Reproductive health care,130.0,10,Government,998,"Developing countries, unspecified",10.0,Other,Expenditure,0.0
2018.0,New Zealand Ministry of Foreign Affairs and Trade,"Core support to NGOs, etc",Reproductive health care,130.0,10,Government,998,"Developing countries, unspecified",10.0,NGOs and Civil Society,Expenditure,0.8662499999999999
2018.0,New Zealand Ministry of Foreign Affairs and Trade,"Core support to NGOs, etc",Reproductive health care,130.0,10,Government,998,"Developing countries, unspecified",10.0,Other,Expenditure,0.0
2018.0,New Zealand Ministry of Foreign Affairs and Trade,"Core support to NGOs, etc",Family planning,130.0,10,Government,998,"Developing countries, unspecified",10.0,NGOs and Civil Society,Expenditure,0.8662499999999999
2018.0,New Zealand Ministry of Foreign Affairs and Trade,"Core support to NGOs, etc",Family planning,130.0,10,Government,998,"Developing countries, unspecified",10.0,Other,Expenditure,0.0
2018.0,New Zealand Ministry of Foreign Affairs and Trade,Project interventions,Family planning,130.0,10,Government,KI,Kiribati,10.0,NGOs and Civil Society,Expenditure,0.31357362959999996
2018.0,New Zealand Ministry of Foreign Affairs and Trade,Project interventions,Family planning,130.0,10,Government,KI,Kiribati,10.0,Other,Expenditure,0.0
2018.0,New Zealand Ministry of Foreign Affairs and Trade,Project interventions,Family planning,130.0,10,Government,VU,Vanuatu,10.0,NGOs and Civil Society,Expenditure,0.163128735
2018.0,New Zealand Ministry of Foreign Affairs and Trade,Project interventions,Family planning,130.0,10,Government,VU,Vanuatu,10.0,Other,Expenditure,0.0
2018.0,New Zealand Ministry of Foreign Affairs and Trade,Specific purpose funds,Reproductive health care,130.0,10,Government,889,"Oceania, regional",10.0,NGOs and Civil Society,Expenditure,0.0064533719250000005
2018.0,New Zealand Ministry of Foreign Affairs and Trade,Specific purpose funds,Reproductive health care,130.0,10,Government,889,"Oceania, regional",10.0,Multilateral,Expenditure,0.386694
2018.0,New Zealand Ministry of Foreign Affairs and Trade,Specific purpose funds,Reproductive health care,130.0,10,Government,889,"Oceania, regional",10.0,Other,Expenditure,0.0
2018.0,New Zealand Ministry of Foreign Affairs and Trade,Specific purpose funds,Reproductive health care,130.0,10,Government,KI,Kiribati,10.0,Multilateral,Expenditure,0.0515592
2018.0,New Zealand Ministry of Foreign Affairs and Trade,Specific purpose funds,Reproductive health care,130.0,10,Government,KI,Kiribati,10.0,Other,Expenditure,0.0
2018.0,New Zealand Ministry of Foreign Affairs and Trade,Specific purpose funds,Reproductive health care,130.0,10,Government,SB,Solomon Islands,10.0,Multilateral,Expenditure,0.0515592
2018.0,New Zealand Ministry of Foreign Affairs and Trade,Specific purpose funds,Reproductive health care,130.0,10,Government,SB,Solomon Islands,10.0,Other,Expenditure,0.0
2018.0,New Zealand Ministry of Foreign Affairs and Trade,Specific purpose funds,Reproductive health care,130.0,10,Government,TO,Tonga,10.0,Multilateral,Expenditure,0.0515592
2018.0,New Zealand Ministry of Foreign Affairs and Trade,Specific purpose funds,Reproductive health care,130.0,10,Government,TO,Tonga,10.0,Other,Expenditure,0.0
2018.0,New Zealand Ministry of Foreign Affairs and Trade,Specific purpose funds,Reproductive health care,130.0,10,Government,VU,Vanuatu,10.0,Multilateral,Expenditure,0.0515592
2018.0,New Zealand Ministry of Foreign Affairs and Trade,Specific purpose funds,Reproductive health care,130.0,10,Government,VU,Vanuatu,10.0,Other,Expenditure,0.0
2018.0,New Zealand Ministry of Foreign Affairs and Trade,Specific purpose funds,Reproductive health care,130.0,10,Government,WS,Samoa,10.0,Multilateral,Expenditure,0.0515592
2018.0,New Zealand Ministry of Foreign Affairs and Trade,Specific purpose funds,Reproductive health care,130.0,10,Government,WS,Samoa,10.0,Other,Expenditure,0.0
2018.0,Norad - Norwegian Agency for Development Cooperation,"Core support to NGOs, etc",Reproductive health care,130.0,10,Government,998,"Developing countries, unspecified",10.0,,Disbursement,16.785687
2018.0,Norad - Norwegian Agency for Development Cooperation,"Core support to NGOs, etc",Reproductive health care,130.0,10,Government,BD,Bangladesh,10.0,,Disbursement,0.033357231
2018.0,Norad - Norwegian Agency for Development Cooperation,"Core support to NGOs, etc",Reproductive health care,130.0,10,Government,HN,Honduras,10.0,,Disbursement,0.187939326
2018.0,Norad - Norwegian Agency for Development Cooperation,"Core support to NGOs, etc",Reproductive health care,130.0,10,Government,MW,Malawi,10.0,,Disbursement,0.552762
2018.0,Norad - Norwegian Agency for Development Cooperation,"Core support to NGOs, etc",Reproductive health care,130.0,10,Government,SZ,Eswatini,10.0,,Disbursement,0.052369217999999995
2018.0,Norad - Norwegian Agency for Development Cooperation,"Core support to NGOs, etc",Reproductive health care,130.0,10,Government,ZM,Zambia,10.0,,Disbursement,0.0908109
2018.0,Norad - Norwegian Agency for Development Cooperation,"Core support to NGOs, etc",Family planning,130.0,10,Government,MW,Malawi,10.0,,Disbursement,0.052644
2018.0,Norad - Norwegian Agency for Development Cooperation,"Core support to NGOs, etc",Family planning,130.0,10,Government,PS,"Palestine, State of",10.0,,Disbursement,0.29274
2018.0,Norad - Norwegian Agency for Development Cooperation,"Core support to NGOs, etc",Family planning,130.0,10,Government,ZW,Zimbabwe,10.0,,Disbursement,0.17864483099999998
2018.0,Norad - Norwegian Agency for Development Cooperation,Project interventions,Reproductive health care,130.0,10,Government,998,"Developing countries, unspecified",10.0,,Disbursement,0.246
2018.0,Norad - Norwegian Agency for Development Cooperation,Project interventions,Reproductive health care,130.0,10,Government,AF,Afghanistan,10.0,,Disbursement,0.33845295
2018.0,Norad - Norwegian Agency for Development Cooperation,Project interventions,Reproductive health care,130.0,10,Government,EG,Egypt,10.0,,Disbursement,1.845
2018.0,Norad - Norwegian Agency for Development Cooperation,Project interventions,Reproductive health care,130.0,10,Government,KE,Kenya,10.0,,Disbursement,0.080195508
2018.0,Norad - Norwegian Agency for Development Cooperation,Project interventions,Reproductive health care,130.0,10,Government,ML,Mali,10.0,,Disbursement,0.26441642099999996
2018.0,Norad - Norwegian Agency for Development Cooperation,Project interventions,Reproductive health care,130.0,10,Government,MM,Myanmar,10.0,,Disbursement,0.391336431
2018.0,Norad - Norwegian Agency for Development Cooperation,Project interventions,Reproductive health care,130.0,10,Government,MW,Malawi,10.0,,Disbursement,0.54117909
2018.0,Norad - Norwegian Agency for Development Cooperation,Project interventions,Reproductive health care,130.0,10,Government,NP,Nepal,10.0,,Disbursement,0.30693469199999995
2018.0,Norad - Norwegian Agency for Development Cooperation,Project interventions,Reproductive health care,130.0,10,Government,TZ,"Tanzania, United Republic of",10.0,,Disbursement,0.497102901
2018.0,Norad - Norwegian Agency for Development Cooperation,Project interventions,Family planning,130.0,10,Government,998,"Developing countries, unspecified",10.0,,Disbursement,1.23
2018.0,Norad - Norwegian Agency for Development Cooperation,Project interventions,Family planning,130.0,10,Government,LB,Lebanon,10.0,,Disbursement,0.1722
2018.0,Norad - Norwegian Agency for Development Cooperation,Project interventions,Family planning,130.0,10,Government,MW,Malawi,10.0,,Disbursement,1.845
2018.0,Norad - Norwegian Agency for Development Cooperation,Project interventions,Family planning,130.0,10,Government,MZ,Mozambique,10.0,,Disbursement,0.5904
2018.0,Norad - Norwegian Agency for Development Cooperation,Project interventions,Family planning,130.0,10,Government,NG,Nigeria,10.0,,Disbursement,0.984
2018.0,Norad - Norwegian Agency for Development Cooperation,Project interventions,Family planning,130.0,10,Government,PH,Philippines (the),10.0,,Disbursement,0.016123209
2018.0,Norad - Norwegian Agency for Development Cooperation,Specific purpose funds,Reproductive health care,130.0,10,Government,998,"Developing countries, unspecified",10.0,,Disbursement,0.861
2018.0,Norad - Norwegian Agency for Development Cooperation,Specific purpose funds,Reproductive health care,130.0,10,Government,SS,South Sudan,10.0,,Disbursement,4.674
2018.0,Norad - Norwegian Agency for Development Cooperation,,Family planning,130.0,10,Government,998,"Developing countries, unspecified",10.0,,Disbursement,7.38
2018.0,Options Consultancy Services,Project interventions,Reproductive health care,130.0,70,Private Sector,BD,Bangladesh,30.0,,Expenditure,0.018169618390000003
2018.0,Options Consultancy Services,Project interventions,Reproductive health care,130.0,70,Private Sector,BF,Burkina Faso,30.0,,Expenditure,0.022444044810000004
2018.0,Options Consultancy Services,Project interventions,Reproductive health care,130.0,70,Private Sector,CD,Congo (the Democratic Republic of the),30.0,,Expenditure,0.021783925845000007
2018.0,Options Consultancy Services,Project interventions,Reproductive health care,130.0,70,Private Sector,MG,Madagascar,30.0,,Expenditure,0.018169618390000003
2018.0,Options Consultancy Services,Project interventions,Reproductive health care,130.0,70,Private Sector,MW,Malawi,30.0,,Expenditure,0.019467448275
2018.0,Options Consultancy Services,Project interventions,Reproductive health care,130.0,70,Private Sector,NG,Nigeria,30.0,,Expenditure,0.021783925845000007
2018.0,Options Consultancy Services,Project interventions,Reproductive health care,130.0,70,Private Sector,PK,Pakistan,30.0,,Expenditure,0.018169618390000003
2018.0,Options Consultancy Services,Project interventions,Reproductive health care,130.0,70,Private Sector,SL,Sierra Leone,30.0,,Expenditure,3.977357858000001
2018.0,Options Consultancy Services,Project interventions,Reproductive health care,130.0,70,Private Sector,TZ,"Tanzania, United Republic of",30.0,,Expenditure,0.019467448275
2018.0,Options Consultancy Services,Project interventions,Reproductive health care,130.0,70,Private Sector,UG,Uganda,30.0,,Expenditure,0.018169618390000003
2018.0,Options Consultancy Services,Project interventions,Reproductive health care,130.0,70,Private Sector,ZM,Zambia,30.0,,Expenditure,0.018169618390000003
2018.0,Options Consultancy Services,Project interventions,Family planning,130.0,70,Private Sector,BD,Bangladesh,30.0,,Expenditure,0.018169618390000003
2018.0,Options Consultancy Services,Project interventions,Family planning,130.0,70,Private Sector,MG,Madagascar,30.0,,Expenditure,0.018169618390000003
2018.0,Options Consultancy Services,Project interventions,Family planning,130.0,70,Private Sector,MW,Malawi,30.0,,Expenditure,0.019467448275
2018.0,Options Consultancy Services,Project interventions,Family planning,130.0,70,Private Sector,PK,Pakistan,30.0,,Expenditure,0.018169618390000003
2018.0,Options Consultancy Services,Project interventions,Family planning,130.0,70,Private Sector,TZ,"Tanzania, United Republic of",30.0,,Expenditure,0.019467448275
2018.0,Options Consultancy Services,Project interventions,Family planning,130.0,70,Private Sector,UG,Uganda,30.0,,Expenditure,0.018169618390000003
2018.0,Options Consultancy Services,Project interventions,Family planning,130.0,70,Private Sector,ZM,Zambia,30.0,,Expenditure,0.018169618390000003
2018.0,Options Consultancy Services,Technical Assistance,Reproductive health care,130.0,70,Private Sector,BD,Bangladesh,30.0,,Expenditure,3.2081801736
2018.0,Options Consultancy Services,Technical Assistance,Reproductive health care,130.0,70,Private Sector,KE,Kenya,30.0,,Disbursement,5.87132669688
2018.0,Options Consultancy Services,Technical Assistance,Reproductive health care,130.0,70,Private Sector,KE,Kenya,30.0,,Expenditure,9.054358231410001
2018.0,Options Consultancy Services,Technical Assistance,Reproductive health care,130.0,70,Private Sector,NG,Nigeria,30.0,,Expenditure,10.436339575800002
2018.0,Palladium,,Family planning,130.0,70,Private Sector,GH,Ghana,,Private Sector,Expenditure,0.0394875838
2018.0,Palladium,,Family planning,130.0,70,Private Sector,KE,Kenya,,Private Sector,Expenditure,0.8899460266000001
2018.0,Palladium,,Family planning,130.0,70,Private Sector,KE,Kenya,,,Disbursement,1.2609671482000002
2018.0,Palladium,,Family planning,130.0,70,Private Sector,KE,Kenya,,,Expenditure,0.341570739
2018.0,Palladium,,Family planning,130.0,70,Private Sector,NG,Nigeria,,Private Sector,Expenditure,5.9997082976
2018.0,Palladium,,Family planning,130.0,70,Private Sector,NG,Nigeria,,,Disbursement,3.4221953706000003
2018.0,Palladium,,Family planning,130.0,70,Private Sector,NG,Nigeria,,,Expenditure,1.7750390918
